name,wiki_url,constituency,exclude,party,brex_cat,brex_cat_lab,brex_cat_source,brex_cat_notes,brex_cat_link,delay_bill,may_bill,benn_bill,nodeal_bill
James Duddridge,https://en.wikipedia.org/wiki/James_Duddridge,Rochford and Southend East,0,Conservative,4,Deal/No deal,"Between now and October 31, we will work hard to seek a great new deal for Britain, but we will also be prepared to leave without one, so we are ready for Brexit no matter what.",NA,https://www.jamesduddridge.com/news/i-am-glad-be-part-team-will-deliver-brexit,0,0,0,1
Caroline Dinenage,https://en.wikipedia.org/wiki/Caroline_Dinenage,Gosport,0,Conservative,4,Deal/No deal,"Caroline opposed efforts by Parliament to block Brexit and voted against an extension to Article 50, a second referendum and to take No Deal off the table.",NA,https://www.caroline4gosport.co.uk/campaigns/brexit,NA,1,0,1
Jack Brereton,https://en.wikipedia.org/wiki/Jack_Brereton,Stoke-on-Trent South,0,Conservative,4,Deal/No deal,"Clearly, a deal with the EU would be preferable to not having a deal, but it is obvious that we need to prepare properly for the possibility of a no-deal situation. It has been my view throughout deal or no deal we must leave, respecting the wishes of the British people and the vast majority of people living in Stoke-on-Trent.",NA,https://www.jackbrereton.co.uk/news/brexit-update,NA,1,0,1
Nick Gibb,https://en.wikipedia.org/wiki/Nick_Gibb,Bognor Regis and Littlehampton,0,Conservative,4,Deal/No deal,"Education Minister Nick Gibb says the UK will be leaving the European Union on October 31 ""with or without a deal""",NA,https://www.dailymotion.com/video/x7h2i68,1,1,0,NA
Jesse Norman,https://en.wikipedia.org/wiki/Jesse_Norman,Hereford and South Herefordshire,0,Conservative,4,Deal/No deal,"Finally, we need to be realistic about No Deal. This is a highly unattractive outcome for all concerned. For the UK, it would not be an economic disaster, but it would likely mean a period of slower growth. The WTO is not a fully functional organisation and “WTO terms” are by definition less frictionless than a deep economic union. For the EU, No Deal would be a very bad result, and for Ireland in particular, No Deal would be disastrous. But the real point is that No Deal could well lead to a break-up of the United Kingdom. What does all this mean? I would suggest this: even so, the possibility of No Deal must be firmly brought back into play. The new leader and PM needs to accelerate No Deal preparation still further within government.",Wants deal but prepared to leave without.,https://www.jessenorman.com/2019/06/telegraph-no-deal-would-be-bad-but-its-possibility-will-get-the-eu-to-engage.html,NA,1,0,0
Peter Aldous,https://en.wikipedia.org/wiki/Peter_Aldous,Waveney,0,Conservative,4,Deal/No deal,"Firstly, as mentioned I do not believe it is appropriate to keep putting back the date by when Brexit must take place. The matter is dividing the country and is causing much business uncertainty and needs to be resolved as quickly as possible. Secondly, whilst my very strong preference is for the U.K. to leave with a deal in place, I believe that the Government’s negotiating position with the E.U. has been significantly undermined by taking the ""No Deal"" option off the negotiating table.",NA,https://www.peteraldous.com/news/brexit-update-2,1,1,0,0
Stephen Crabb,https://en.wikipedia.org/wiki/Stephen_Crabb,Preseli Pembrokeshire,0,Conservative,4,Deal/No deal,"For the last three years I have been consistent in arguing for an exit deal that ensures minimum disruption to Pembrokeshire’s economic interests. During this time I have worked closely with Valero, the local ports, local farmers and many businesses across our County. The deal that was previously negotiated with the EU would have provided that stability as we leave the EU but it was defeated on three occasions by MPs opposing Brexit altogether and by MPs who do not wish to see any such deal agreed. It is now increasingly likely that the only way the UK can leave the EU is under a No Deal scenario.  I have urged the team under Prime Minister Boris Johnson to increase the pace of preparations for this outcome and to be open and transparent about key risks that need to be overcome. For example, the current plans for UK oil refineries under No Deal are not satisfactory. I will continue to seek a clear plan for protecting these and other key industries.",NA,https://www.stephencrabb.com/brexit,NA,1,0,0
Gavin Williamson,https://en.wikipedia.org/wiki/Gavin_Williamson,South Staffordshire,0,Conservative,4,Deal/No deal,"Gavin Williamson says he has ""no fear"" of a no-deal departure from the EU as he lambasted ""shameful"" politicians for trying to destroy Brexit.",NA,https://www.expressandstar.com/news/trending-topics/brexit/2019/09/07/no-deal-no-fear-says-gavin-williamson/,1,1,0,NA
Christopher Pincher,https://en.wikipedia.org/wiki/Christopher_Pincher,Tamworth,0,Conservative,4,Deal/No deal,"However, I also wanted to vote to ensure that we still have an option to leave on March 29th, even if that is without a deal. ","prefers deal, no-deal on the table to secure leaving",https://www.christopherpincher.com/news/how-i-voted-brexit-week,NA,1,0,1
John Glen,https://en.wikipedia.org/wiki/John_Glen_(Conservative_politician),Salisbury,0,Conservative,4,Deal/No deal,I am absolutely shocked that a majority of Members of Parliament have voted to give time tomorrow to effectively tie the hands of the Prime Minister as he seeks to secure a better Brexit deal from the EU. I voted for the previous deal on three occasions. I judged that “deal” to be imperfect but that it would provide the basis for an orderly exit from the institutional framework of the European Union as the majority had decided.,NA,https://www.salisburyjournal.co.uk/news/17879729.john-glen-voices-shock-majority-mps-voted-block-no-deal/,1,1,0,0
Bob Blackman,https://en.wikipedia.org/wiki/Bob_Blackman_(politician),Harrow East,0,Conservative,4,Deal/No deal,I congratulate my right hon. Friend not only on his proposals but on his ability to bring together all those of us from all parties who wish to leave the European Union with a deal.,NA,https://www.parallelparliament.co.uk/mp/boris-johnson/vs/bob-blackman,0,0,0,1
Anne Main,https://en.wikipedia.org/wiki/Anne_Main,St Albans,0,Conservative,4,Deal/No deal,I have always been clear that I would prefer to leave the EU with a good withdrawal agreement. But if it proves impossible to come to an agreement over a deal that the House will accept then I believe that leaving without a deal would be preferable to not leaving at all.,NA,https://www.annemain.com/content/brexit-0,0,0,0,1
Craig Whittaker,https://en.wikipedia.org/wiki/Craig_Whittaker,Calder Valley,0,Conservative,4,Deal/No deal,I have always been clear that I would prefer to leave the EU with a Withdrawal Agreement but I believe that leaving without a deal would be preferable to not leaving at all.,NA,https://www.craigwhittaker.org.uk/campaigns/no-deal-brexit,NA,1,0,1
Pauline Latham,https://en.wikipedia.org/wiki/Pauline_Latham,Mid Derbyshire,0,Conservative,4,Deal/No deal,I have always been clear that I would prefer to leave the EU with a Withdrawal Agreement but I believe that leaving without a deal would be preferable to not leaving at all. The British people must be able to trust their politicians to deliver on their promises and the UK will be leaving the EU on 31 October whether or not a deal has been reached.,NA,https://www.paulinelatham.co.uk/effect-leaving-eu-without-deal-uk,0,0,0,NA
Gareth Johnson,https://en.wikipedia.org/wiki/Gareth_Johnson,Dartford,0,Conservative,4,Deal/No deal,I have always said that I would prefer to leave the EU with a deal but I have consistently voted to keep no-deal on the table.  I have also voted against a second referendum and against an extension of Article 50.,NA,https://www.garethjohnsondartford.co.uk/brexit-6/,0,0,0,1
George Hollingbery,https://en.wikipedia.org/wiki/George_Hollingbery,Meon Valley,0,Conservative,4,Deal/No deal,"I have never hidden the fact that I would prefer to leave with a deal and continue to believe this is the best way forward. ...As such, if a deal cannot be agreed with the European Union for a reasonable exit, I believe we have no option but to leave without a deal.",NA,https://horndeanmatters.com/2019/08/30/george-hollingbery-on-brexit/,1,1,0,0
Henry Smith,https://en.wikipedia.org/wiki/Henry_Smith_(British_politician),Crawley,0,Conservative,4,Deal/No deal,"I never made that promise when I supported leaving the European Union. I believe that a deal is the best way forward, but let us not forget that the vast majority of right hon. and hon. Members voted in favour of the legislation to leave the European Union on 29 March, and if no deal is the result, that is the default position.",NA,https://www.henrysmith.info/news/henry-smith-mp-speech-house-commons-debate-motion-relating-uks-withdrawal-eu,0,0,0,1
Matt Warman,https://en.wikipedia.org/wiki/Matt_Warman,Boston and Skegness,0,Conservative,4,Deal/No deal,"I remain totally committed to delivering Brexit, in line with the wishes of 76% of my constituents. That’s why I will vote to keep no deal on the table and against an unnecessary extension. See my full statement here:",NA,https://twitter.com/mattwarman/status/1105823260523069441,NA,1,0,1
Caroline Johnson,https://en.wikipedia.org/wiki/Caroline_Johnson,Sleaford and North Hykeham,0,Conservative,4,Deal/No deal,"I will support the deal because once the withdrawal agreement is signed, the door to remain will shut firmly, and we can all come back together and focus on delivering the best future for the UK outside the EU.",NA,https://www.theyworkforyou.com/debates/?id=2019-01-15b.1020.0&p=25597#g1101.0,NA,NA,NA,NA
James Morris,https://en.wikipedia.org/wiki/James_Morris_(British_politician),Halesowen and Rowley Regis,0,Conservative,4,Deal/No deal,"I will therefore be supporting the Withdrawal Agreement when it comes before Parliament to vote.  I do believe it delivers on the result of the referendum and also provides the certainty business needs to continue to trade and invest.  Some people say we should simply walk away and leave with no deal.  It is very important we should be prepared for no deal in the event that, ultimately, the agreement does not pass. We would survive and find a way through; but It would be much better for us to leave without unnecessary economic disruption.",Clearly prefers deal to no deal.,https://www.jamesmorris.co.uk/news/my-take-withdrawal-agreement,NA,1,0,1
Andrea Leadsom,https://en.wikipedia.org/wiki/Andrea_Leadsom,South Northamptonshire,0,Conservative,4,Deal/No deal,"I’m not an advocate for no deal, but it would not be nearly as bad as many like to think it would be.”",NA,https://www.theguardian.com/politics/2019/apr/07/andrea-leadsom-no-deal-brexit-next-week-would-not-be-so-grim; https://www.theguardian.com/politics/2019/jun/02/andrea-leadsom-pledges-managed-brexit-in-bid-for-tory-leadership,NA,1,0,NA
Helen Grant,https://en.wikipedia.org/wiki/Helen_Grant_(politician),Maidstone and The Weald,0,Conservative,4,Deal/No deal,"If no acceptable deal is forthcoming however, then we must be prepared to leave without a deal.","prefers deal, prepared to leave without",https://www.helengrant.org/news/brexit-update,1,1,0,0
Adam Afriyie,https://en.wikipedia.org/wiki/Adam_Afriyie,Windsor,0,Conservative,4,Deal/No deal,"If the deal goes no further then, let me be clear, Theresa May has my full support in forging our exit from the EU, that many undemocratic MPs are trying to prevent.",claims to prefer a deal but open to No Deal if EU does not make concessions,https://www.baylismediaphotos.co.uk/news/opinions/140514/commons-sense-adam-afriyie-on-may-s-brexit-deal.html,0,0,0,1
Chris Heaton-Harris,https://en.wikipedia.org/wiki/Chris_Heaton-Harris,Daventry,0,Conservative,4,Deal/No deal,"In her speech, the Prime Minister reiterated the idea that ‘no deal is better than bad deal’. I wholeheartedly agree with this sentiment and will refuse to allow the European Union to hold us over a barrel regarding a future deal.",NA,https://www.heatonharris.com/campaigns/brexit,0,1,0,1
George Eustice,https://en.wikipedia.org/wiki/George_Eustice,Camborne and Redruth,0,Conservative,4,Deal/No deal,"In the absence of an agreement, we have no alternative but to muster the courage to leave without one and then do all we can to mitigate any impacts of a departure without an agreement. Unless we are psychologically prepared to leave with no deal, we can never expect to get a good deal",NA,https://www.georgeeustice.org.uk/news/george-writes-eve-brexit-vote,0,1,0,1
